VideoId,View Count,Average Comment Length
fa1B5_w0xoM,12176342,10.1312217195
KZnUr8lcqjo,11941946,19.2772680938
NPNpWv4CdP8,11933237,19.5249873801
-XjaImfQK6U,11841944,15.7614379085
w6XGUhzfutc,11766351,12.1059300558
8K_NQe57C-k,11709812,10.583081571
yYp2Aloz-uE,11684844,12.9919273461
H4C3dqpUe7s,11637635,8.48202531646
yc7srKzSoqw,11547891,9.17760617761
PP8avO4rlMQ,11471100,9.55544405419
2EQMVTTW1Sk,11323238,15.3250883392
j8f8RHWMPyY,11183132,14.3575757576
l69Vi5IDc0g,11057923,7.5076142132
duTBl5JH7pg,10914721,14.4550477147
fomvApObpkM,10907573,11.9919799499
NoXLu9Rz70g,10575597,10.1030337722
QOkHc7i-a9I,10457792,21.503033367
Jl6jiX8tbL4,10328611,11.6307074762
5uMlNKozweg,10318144,14.1734197731
saTBKyh41-g,10089772,7.59863945578
3HeORmOeMyk,10087212,8.94900849858
smE-uIljiGo,9998202,11.7959287532
8O8rWViCixQ,9943969,10.8169734151
ZJJrIQsCTcQ,9858599,15.611283323
9-4IFUak_U0,9839117,9.77626262626
VGV25M2kpfM,9783782,12.9377197388
Vc8tPTVBRSc,9725822,8.30722891566
He7Ge7Sogrk,9707309,16.4801806322
L1QCjPicYaE,9607045,5.09230769231
kkNEmKTuLnA,9533799,8.15967660435
kEUtFmx6ETE,9478530,11.8671698113
a_HddDpgAbo,9278335,8.79191919192
G1rTJoP-BMw,9244043,11.9443037975
O6Bqf23u-40,9165132,8.26824358329
gDVlQPpVUA8,9162324,15.8233805668
o5JAPkvnyso,9151875,10.7973790323
6O3NmqzTpFM,9149653,11.129122807
7SDec1UCzJ4,9116859,9.26106639839
70xKFih59EI,9087788,15.3437029604
f3IOvFA8LLE,8990661,21.970703125
kB_gwYz5Mqs,8715060,13.794858871
gUtj4dL38r4,8688040,13.874749499
3KANI2dpXLw,8676761,8.88620342397
5o0vFWBsMe0,8629440,12.7640388769
UjjUayEa1zE,8598919,11.717754173
m-r4B0Fa_-s,8435959,11.0416898277
eRqZfts4ClU,8336645,28.7124183007
6vCNp_AkCbU,8330024,9.9
r1wyQWUSBbM,8216042,17.5647416413
zbr1EiIC2Ro,8179587,11.6259426848
P3BfL7X1uU8,8177651,10.2697533971
91lQK5SCzlQ,8047093,12.5244086563
h_aiawC-9aM,7958193,18.9455370651
DkNWF_75dWM,7956310,11.36629667
TqeGZpHCURo,7945876,14.0719315895
ASgl0NB_-ME,7930663,12.9316109422
cT18LZItBLA,7835083,10.7310587055
xTsvwBkVdKw,7808481,12.3648716658
bWoihIiD8CE,7788936,7.31404958678
CiwbabGKwjM,7665436,15.0206841687
e-yldqNkGfo,7652291,10.0497237569
XClUAPwE4Z0,7614153,10.3945646704
mfeNOJNQy0s,7558905,15.331820474
9EqDhVmPNFs,7530694,7.4488372093
fGeNDnYcQOA,7498067,10.3895907024
Hb-K6N1CMeA,7469361,9.04529441369
-is63goeBgc,7402186,12.7431886983
xUWJ8bf09BU,7398716,17.9868487607
1JAcdbKFygg,7353604,7.47981836529
FJEQwFakp4k,7341288,15.6334681496
R98qC0fd_1w,7231739,24.0901265823
pWe7wTVbLUU,7222363,28.8975609756
ofnD1sQ2A8A,7159671,12.1430020284
XEw290qJpGk,7124646,10.5779352227
PMlp6MscdJg,7105472,12.866532865
99I7gpswhQ4,7050587,10.9013333333
rrnbbRe4v-0,7028114,6.14886075949
3wxGZjuqPAc,6980814,11.556969697
E_mfUmyyjJQ,6980015,13.0594594595
-k7p06rNpEg,6933064,10.8531786075
3R8UwuaG2RE,6914714,25.2135135135
EJl45RzJ4e8,6757109,10.2086956522
olZZGiF-joM,6744737,8.86232980333
Mh0VX74alwk,6726288,10.123517097
_8ibV8dVuto,6719632,8.06441558442
z7j1uogI02A,6678256,12.9874421679
D3LHQRTFTj8,6674194,17.798582996
dYuc5zDDl8E,6665478,19.467816092
t-FzgM0XqPI,6621484,9.95546558704
3iCYeslMDg0,6605380,9.54905948144
fSEWaziqxcI,6542033,19.7087525151
87j37ZB0A_s,6530003,13.2850948509
0PdIVGmjOdY,6516401,13.9554140127
Lyg7IJ-_0F4,6490645,12.4458169568
6h3G-lMZxjo,6463656,57.5328282828
U18WjNeBGj8,6437651,10.4766893662
VsAg_yodQtU,6433812,33.3937007874
dH8kxDPl6tc,6385543,19.2352644836
Vsscl6myXqI,6360687,9.52887995982
8eDmYGXHzdQ,6300330,20.3827848101
eYsappbGHNg,6295774,12.5535444947
kAhMJHat0cI,6286364,11.3008581524
Pyp34v6Lmcc,6161456,15.5431164902
4gx3nn6LS6g,6153706,10.1207430341
8ZDgjjDnWLM,6153447,7.7417721519
Iv7WYMtQWgg,6064397,18.2451851852
B4kzceTpmAY,6061425,12.6081871345
qf4H3OR-7IE,6038120,12.9808949221
dYFvrLqyNhY,6019152,9.32724252492
dGA_4QKSeSA,6014856,10.0085170341
RU9wSaR5Qls,6005052,14.9564556962
5MzRn60irvc,5943969,10.9553978713
zl6hNj1uOkY,5938303,18.5282258065
H9mRL8C9MCM,5925581,11.7685699848
hyqnJLFiriE,5902897,10.7586206897
fKFEjZ98Q4s,5891838,13.4630467572
d2sun973nfY,5868173,14.1734074823
xXJ5pk3MI0w,5854854,29.2694394213
OYfKMIdoJL0,5840241,20.0708446866
rklgASlt2pc,5813113,18.0288888889
3ZzP_69ZTFk,5805897,10.5727181545
3UMmZalrS9c,5784004,10.0307614725
-8wOIR9NS3o,5771960,8.72881355932
VflKiZzb4h4,5765299,16.0430686406
aCH4X4GQHu4,5746656,10.0055387714
7lL1CW140FQ,5675564,12.4184755174
ooTD1Qf1wsQ,5674944,9.96290726817
zEXF8R_k9Ww,5656571,20.3947826087
1tqlCUvl1JM,5615903,9.96838936277
WfKCcSPCOQo,5567863,14.1334681496
TldJfxQY3To,5541532,10.8794466403
2GA3a15xF0c,5523083,11.6987341772
j2fNloJAge0,5504597,11.2913741224
YSX5KYh-umQ,5504479,8.49164556962
-f6kHN2_Gok,5502845,9.50025316456
phKiT2-94XU,5397776,44.6121256392
DI3iSxmxSi0,5378543,25.3943452381
LoF_a0-7xVQ,5349678,13.9745417515
sSYftLYJZd0,5348792,6.50831234257
zEMTBs9FHbc,5316899,11.2789046653
9MBlfjrZKfk,5308600,13.2099447514
XrQX2Dhrl8I,5300662,12.8830908179
aeGhidMsXZI,5283675,8.47327652982
XGd6LUmTEJo,5280122,13.5367088608
VXJZVZFRFJc,5273872,7.93925702811
Y4oQiiFfYac,5250508,17.5346341463
7lp8WFSL_04,5240801,10.32
E7a5LcTckfg,5214073,19.543435663
H322VCaBOP0,5183110,18.0910920986
ghSJsEVf0pU,5179931,31.4139676113
O_pbFaoEGS8,5141125,9.70767613039
untfJnXUZeg,5136151,9.38849646821
L5r1LYmx5NM,5117727,10.731513083
6TNgA1Jb_C0,5114692,11.7220708447
LwEdMlauxY0,5094691,12.3446014127
R6wO9qcNxAE,5088818,12.7246083881
5JdK-TD7V-s,5069760,13.442711135
EtGQgSY9Nn4,5061779,7.59868421053
SGPoML0-uws,5046018,14.5514403292
TYxbGgeeVmI,5010649,12.7766011094
cr3ekjORS7I,4997410,9.22910521141
kKGehSw5ht8,4951402,18.1406593407
zM_MEAijeu0,4936066,21.0929648241
Hhm4USUe3ng,4907403,12.9321518987
hu28avESP68,4906816,9.7486201706
HQxHxloG854,4900707,10.8715225089
awvelgJcAqo,4897994,15.2967032967
aqGrgaQsIIE,4880040,10.7774420947
z42fchrzhHY,4876565,20.9630379747
CBJKgUc9i7I,4861415,12.7904347826
rDdPcYaFH3k,4854062,16.9007444169
Poz_y_OCt5g,4852216,15.3910891089
qbkvgWGqHKw,4834124,11.3684210526
2_i4crqiEzM,4825727,19.2141756549
MymMhj3Vgww,4784292,9.1744831064
q9KXJMaYN0A,4783257,19.0333889816
3Qx4Ag2E_E8,4759709,8.61021233569
FwHhg0zzsE8,4722616,9.28855721393
BCTOho4Suns,4720261,9.95879396985
65w1uCTDRuI,4697230,9.12556962025
gczwKhLQiu8,4695436,12.4058116232
kz8of2T6R8s,4694460,14.1066140178
Wnjb8Hx76u8,4679090,9.84101265823
IX-gTobCJHs,4672522,15.5745454545
hMfy9614GX4,4656978,7.47165077772
eMI9_Mj6_84,4641044,12.1488607595
pbWP_ngWv94,4634466,9.25531914894
ZGlVzAHpDz4,4616026,9.66281986954
XLl7RgkfP-A,4612110,20.2874692875
dHDWo2LNIaM,4603600,7.67510121457
2u7EmsxxLiQ,4575907,14.6450184502
tp9eh0dAcwc,4575260,17.4287863591
8O-hCtPfef8,4534186,10.3728470111
LVStmLCoH30,4513712,33.8134196586
FwB6Hz_bWDM,4507487,21.4437735849
9o2yGgIeDgA,4476865,13.4728434505
XGV8xCkpXjE,4469162,12.2930513595
yAse1QoQaYw,4460919,14.9603015075
FpSbuc6EEFI,4446326,16.5567322239
jk-kXwjASEE,4439222,21.7277302466
CQKNDDJvZmI,4419384,14.5807174888
JixbzFjv_cU,4394808,30.0794057377
l-id0ltrlX4,4390475,8.70202020202
pcdOlOnX4Mw,4383162,9.91225416036
pXvfaPPtbpM,4362585,18.6750376695
8JKEXSuLW_E,4347154,10.9068167605
hWiBt-pqp0E,4345083,27.1752232143
lT5EcxwtJBk,4317397,18.8423446185
0tzv71rz-zo,4313655,12.2929292929
4iPINFbs9KE,4310270,12.7210473313
3SfSQ3lQmJw,4291489,9.72948500283
6MvVKPlxz4M,4282176,14.1161790017
0fr02VqwQOA,4282161,9.41848976711
myABKIGmYB0,4273846,10.3081481481
9dfWzp7rYR4,4267608,10.4122674711
mFCTJXHrbQg,4264198,12.9041800643
p73_Qrn5ups,4257706,11.6651851852
vS6kFvIbGJU,4245589,9.352
5TUdyv_0nFo,4236908,13.5959493671
GlLrk0AH7II,4236890,23.1498240322
D-mMUplpts8,4236585,11.5035282258
4vN1E-S1sS8,4233107,16.4633027523
D79peD6i-rw,4215934,16.1800302572
xJkaKAIl_Fc,4214434,9.41813602015
eoLuGWTC2yc,4206008,12.5625316456
HjDpKeiYxOU,4185940,15.4577373212
kUJLn7645Zs,4183976,18.3184810127
FKCMLhu2JxE,4183881,10.9132653061
LbbRpN2FNmw,4176487,12.1811339689
yGMKgLRU-3c,4172221,16.9513296538
J1w4g2vr7B4,4166811,13.3123742455
z2nRxKC-OyA,4163060,13.5507832239
XuNAYdcgRcc,4151226,13.0488664987
3r4TnAJk81U,4138908,8.43137254902
8HhOPsYWUtw,4124296,18.7810218978
xKwmseoKFCo,4123993,20.2315296566
vPt3xY9O_EQ,4107445,9.53333333333
C7Qb1Zki7bA,4104801,10.8423967774
XwbTEOd-Nb0,4068111,11.3249329759
lUkksIV8dC8,4061115,21.2096602972
065E490PGc4,4045688,14.3508860759
llLN8rrvT8M,4045666,8.26084710744
hH2yjZAoWRg,4017787,10.4166666667
IwM-Rz6h9Ko,4016726,14.6559679037
g93MMg_At6c,4011082,6.88861013547
mbdb7rdcNdI,4009345,11.7038664323
wVkQtbWbYjM,4002303,17.3287740628
Fe-MstbSE0M,3993167,12.9573507275
PpbyNSkLrFk,3987588,16.6975
XwMPFc3eNQk,3966085,10.9189873418
pJNmKn8f15E,3957155,15.1625766871
p6FFQ3CJcBU,3947105,12.0015128593
simzQ3j5yPY,3934945,33.0174193548
8T000p6vtTM,3928884,9.72303797468
8Wdrkp_qJFA,3916531,15.5364647713
SLGJTAfyG44,3893794,17.229757085
XqMf3towVVI,3890106,28.6921498204
twyfUeLT1MQ,3881009,10.6865822785
912t2A8L-eM,3880888,17.7211155378
XIEHI0vfCBk,3880238,11.1861755802
aGrTZhgKp4E,3849320,8.81882352941
9szm1bo9G20,3842734,11.8965863454
9XXhzEPzsR0,3840331,20.1245421245
28-6quBAkYw,3819859,9.00502512563
RBgX8wLM9BA,3811798,30.8862068966
zZlehGXpW6I,3807632,15.3335007534
BUfbLtZHrog,3806267,19.7652958877
p4qbskakU78,3801705,10.7954285714
xG3IP4Hgu3U,3798433,11.1599115696
rGtIppH-KSg,3796269,13.8040506329
Gi--nBEUHqs,3793291,14.1956631367
UW_1CvDFYVg,3747807,18.992992993
xNT-JRyWykM,3745515,11.4269662921
tcfgvsCScsA,3738878,11.2729113924
IYyeCq0R-Yw,3735561,19.3684749232
e-ZqcW-xu5c,3733101,13.604826546
q7CQInAXoqY,3726532,17.3816449348
kqeXXHjJq24,3707859,23.716018191
Ea8M0WtU7vs,3688621,14.0202224469
GZUAVBcBZo0,3683213,15.4789272031
YiDZQ5zQpn0,3676175,12.0356312936
zlXjPq-f96o,3675909,15.1907692308
lIK5Gn5HbnU,3675811,16.2618806876
w45vth27-Zo,3665484,8.53312302839
j104ciE-2CE,3657944,14.9155518395
EO3c8EaxsxQ,3657186,15.9282465892
e66Og0lOCcE,3648856,20.2737603306
PGkQkVQt7ak,3645233,7.36074672048
5huPDklrc-Q,3637496,9.7366276108
xFfwUWFRwBY,3631142,8.87305569493
1gvGDsIYrrQ,3631109,10.4896202532
hmLHdNiWMw0,3618400,15.313222725
MVDOj109F5E,3617980,9.59889280322
8ipJ0A63JOs,3604060,24.9109762266
Rb_HXgPlgEs,3598535,18.0707070707
RkGNasSmdbc,3590266,20.670746634
Jcd49ZlxXWA,3589282,15.1985779584
A_wbv4PjEXE,3585886,13.6953907816
Vs39H9nXeq8,3583913,16.7512588117
8GEB-TYLMmQ,3581100,11.538047138
PupR5V9aE2s,3570863,15.2744827586
Yq9slakzti0,3569242,12.2040697674
63oJfnfaKmA,3551089,31.9764705882
DwHpDOWhkGk,3545055,17.4827784156
M_pzhxzBWr8,3534224,16.650681474
dl32Y7wDVDs,3515416,1.0
Jwgac4siEbI,3508897,17.6430379747
1-SY8tQCHeE,3507366,13.5190954774
O40jJXVow2g,3501903,13.6925388082
MMRL1qX627M,3492920,12.6621553885
wfkJbUoSTnM,3483105,10.7811816193
e1OJJhQPU3c,3475689,10.6382978723
5VDZ0cKRlFA,3456105,12.8537569339
XfC69UMQLeQ,3453497,10.028340081
l3zFxlOeRP8,3448463,12.3421686747
qxCBpFUhjAA,3446018,12.2594059406
YCU-qgR_4bM,3439026,20.2275931521
ejkkfntmUTU,3434946,13.8065822785
ucEOnWkC0nk,3430431,15.771473191
guvJHKZhUv8,3425249,17.374684821
M3r2XDceM6A,3424684,16.2060301508
ouKJixL--ms,3420618,39.6966178698
mo9Vlt5tGwY,3416194,18.3550834598
8q0fT1rUClk,3412473,7.57833753149
5gVYfDCgYxk,3408745,20.5316455696
xCHinKP-G0Q,3405303,8.94512195122
O6zj6JVj1pc,3394091,9.43684210526
ED_pU2oDnug,3393700,7.9382278481
bzQYdBbrYCE,3378225,9.97756097561
QY7XJjmjrKQ,3372245,7.37621359223
MgpzUo_kbFY,3353235,16.992
3T_RdUPNg6k,3350988,17.6872469636
MoPbSCToHR0,3342683,7.86520854527
uemgMa5wFzE,3338879,14.4422077922
edLR8fj6roo,3337104,13.5850100604
JvVSjibRByo,3334934,14.7022838499
y14g50q4hQ0,3327769,11.5477996965
v0-ndW7xDpc,3325893,17.7074663403
UvuvOcgTQxg,3315885,15.7206779661
36uhhUIit7o,3304055,11.5740343348
_5Mon_lpfYU,3292660,15.1847591661
2Bmom1Lw1bE,3289199,21.4166666667
pB8XedMowDU,3288997,6.90844714213
byyFidBzNqU,3270879,13.2173913043
ZbHFgUP0lhg,3268124,7.30838774485
lYJTpB628bc,3262137,18.1066666667
M37PzM1iUQc,3251210,11.208913649
71ikwk7C0DI,3240329,15.7625
OOkvlIz3p4s,3221151,12.712474645
Dn5G1yeKTzs,3217742,10.9355163728
g7MCKx7YN-w,3214067,40.7897574124
yzDeIOQhJnw,3208301,13.0607429719
Epw1frymbH0,3195687,15.1624713959
fiMXza9jgW0,3190142,11.927346115
nTbL5elVXrU,3186768,9.15846681922
9YgSePQ1cP0,3184975,13.3095768374
c6SHsF1n9Qw,3172962,11.74
odi0XlI-4_g,3172084,39.0107692308
FR6Iq185ao4,3169929,10.7602523659
nVobtub--Wg,3169297,24.6185929648
8IycOULjUGg,3167341,10.9884305835
Rp198k984Yw,3166240,17.2600401606
XL_sQty2IMA,3159165,16.8616700201
pTd3s4nFzl0,3155995,10.441011236
PGeijFsXnZk,3154092,31.7151454363
zWdLYybMT1o,3144189,12.2643794147
MLaCDgpv_-M,3144172,17.5826446281
K-Y1q87WDaI,3126832,17.5568893528
4_nTlsTK7qo,3119850,10.4594894562
44f7BewqNqA,3115316,11.9508290452
1-DLlE0FiJc,3082788,9.46444249342
hJB-_N4Q2Hs,3080918,10.5480225989
1r5aeGC8PS4,3079126,12.1692307692
bMoRyQNk-fQ,3077916,8.98432760364
rltkLuDDY98,3069404,20.1491911324
e8VECi4L6GI,3062871,7.86472945892
m7afHbq102I,3056793,13.7896919431
DdFtnPBwETs,3054894,16.6395522388
H-JnyjXyKns,3051942,6.5
a-SSP8st98w,3042774,16.577700751
fywzpAP9guo,3037908,14.4115384615
h-wdwpeK4ug,3036766,12.8511392405
xfAuJAx3iVY,2995534,10.781124498
ueJeC2pxxbM,2993218,18.7177461822
QpUC45vugdY,2991529,43.1612903226
TkMUnfJ6_Qc,2990780,18.0059808612
9SwQtVsRXsc,2984513,10.1000502765
0LpIv413aM0,2982678,2.43157894737
A_m4GUHHVDo,2980242,11.695890411
56ww--j17sE,2975536,8.40150753769
liwgfyc1Im4,2969777,12.5544554455
dyjXt1zSXHU,2963279,13.2657589511
IYP_MgWF8hw,2959697,8.004004004
h5Giizci_y0,2958702,11.3347205707
ddO9idmax0o,2949910,10.1066734075
Z-otVQ_R8OU,2945907,9.43951612903
cLzsDkGaPcw,2916303,6.22222222222
bXPcDM7ts9k,2913002,8.45147679325
nL5ooFlUEd0,2902422,38.0324675325
cQ7J7UjsRqg,2893823,16.0666666667
khuu-RhOBDU,2890685,26.9889613648
MmT0MwP0iN4,2890410,10.7052023121
HJSqkwyL1Zo,2888235,14.1616994293
BZP1rYjoBgI,2884251,8.57315233786
-KL-yQ2GtsM,2871630,12.8186813187
AERkHZIdyWo,2867254,13.2108433735
6cAs1YBELmA,2865987,10.9531005732
p5_RpNgxptQ,2864091,21.5214538112
lB_Hl4bcQNc,2854478,28.6616465863
3Dvk-wEiBdg,2853481,9.75232678387
tNkhWPThcf0,2851699,14.4979253112
ZxVRhcLXftg,2850990,13.5433829974
eStR9o4pBQc,2846753,10.0719754977
Q_OIXfkXEj0,2846323,35.070273003
f4Nv9VL7uXc,2840277,12.3735714286
RIfy3kQg61o,2830021,16.12300123
YmLAVY_XdPc,2829197,17.9612352168
S69jfWPNYaY,2825303,10.5664335664
Vef03k5i8VI,2823515,18.7935548842
oORegHpp2EY,2822663,19.0540540541
vBNtC9Z8boI,2822246,22.8992405063
TmBZPHAZT_U,2817870,17.3642785066
5oY8ZcdGybs,2816515,18.0752688172
0rlB_q6lJ5A,2815319,14.9287257019
gu0m8iCFbr8,2797258,17.4447852761
lnHHelsfXYE,2794233,16.6757028112
6nDnPw0fzZU,2791017,14.0470886076
B5vhc1_UhbY,2790983,2.28
AKIjnx3hE6Y,2779312,13.0065458207
DRtWcVJckvw,2778009,9.81262626263
uHVEDq6RVXc,2761551,26.5426706827
xXK9ShllebQ,2760504,10.0770005033
9cKtjClArgM,2752688,18.3309859155
7sQOnsisJto,2752169,7.95168595873
S6Eu-Uh69BE,2750628,12.5304396843
dFJyQdL4keA,2750577,4.7380952381
KG_7148EWDk,2747987,22.4645348837
M38HDCGmhm4,2741923,20.7052631579
2BgyhHBoz50,2734414,28.1522945033
7fRijIHKjj4,2734120,22.6572580645
5ep8wklpxMs,2719166,6.6641490433
8Ete6ikzkes,2711093,13.1673387097
LfQ8NXXZk-4,2710554,13.1318847903
CbgECF72kLc,2698086,8.72975708502
eZeYVIWz99I,2694757,8.34868421053
fQ4zL4hPduU,2687819,19.3673469388
jvzfjPQ0WiE,2682163,9.90281465746
nkf8gsMoJmE,2681175,11.128
8lXdyD2Yzls,2679849,7.37772151899
Hz64hWng2vM,2677037,18.4513444302
ul5vWhLVHP8,2675840,8.68098159509
CqEccgR0q-o,2671784,23.2506265664
gHWLwEGVsGY,2661409,14.7388022144
-xgry-FG81Y,2656463,9.75076173065
mMMsk7MliAk,2656118,11.394278607
G4PgaX3cNpU,2649584,13.5164556962
SvIIwY3Yclg,2647826,10.83274381
9GvETwqE8nA,2645040,11.2476601872
-cIFe-EVjdA,2644894,8.01519756839
R5C8LTWifE8,2640387,20.577594123
OdUwflIoLXw,2640283,12.4060606061
qtUNj2BNTsU,2639179,13.0826377295
x4BGRDKPzn4,2637115,8.89516129032
3xlllBAM3dY,2624890,9.41163793103
IxAtwqy7e4Y,2619763,15.9509493671
lJV202TpGrY,2618841,11.4327292696
QTsXlTKaFq0,2616173,12.1847771657
tiO3SIOOc_4,2603944,12.3873170732
ShSdVnJuydc,2603704,10.2453306411
sZQEWa0ngZw,2603595,9.19375943634
qDDaGIEzaig,2594053,14.7717492984
uEbV5M59Xc8,2582157,12.0917431193
cu327c72TSk,2579509,9.44648318043
axxooGIgOKs,2575729,24.6115869018
C802Z5IIKH4,2570889,17.4085427136
WD1HqWTd57c,2570798,11.2346666667
VPg3WCPixKU,2565476,14.4058919804
tP-9UOvWaao,2558041,12.5493934142
ap6YZ8-fEO8,2532656,20.6868044515
pR1Mmxr2Cb4,2529939,11.4623166414
BAj7ogsMy6k,2521540,20.0991689751
ugHhxZ_FlpM,2505067,16.6406926407
mXu6AKueHWE,2501891,31.8042704626
EtU__8gf8Do,2499395,11.4289473684
I1t2R_m-QbA,2497681,9.7850229241
KV7VbjadyKk,2495695,10.838936277
BgJm5Qq1sUY,2489698,33.0564102564
q-Lovt_kmXM,2487460,10.3410462777
vxb2owDb-EA,2481402,6.53605648008
WrFRcTkoxI8,2480981,9.51182687469
11fcg543Jow,2479141,26.197586727
Q1GFnNCO8cg,2477539,11.5681818182
mh-MH98dLmM,2476257,12.9338129496
mB_buOJTh0U,2473216,25.9696969697
MH_6M1r2Trk,2472115,7.49899799599
tDl72n_dBw8,2469677,12.4375
Y2mUs5txcm0,2464154,12.8624535316
r6rZUY_Qsew,2462654,15.6330827068
syh3KTBaMCY,2454547,11.1341772152
bRPeEVpHiI8,2454296,18.3147058824
vR2XFpaoOxo,2430834,15.485656769
RiQ7CksjI7I,2419226,10.7554438861
vo0qynuXXOU,2419198,13.2317241379
JWCvTmh5DMI,2415762,10.7534177215
lyto3AubZFw,2407450,14.8694331984
39hOm0pCg-s,2389825,13.8909090909
1_J97M-1QtQ,2389770,17.2430939227
MngAUnhDDbg,2383521,5.64705882353
4MT3glr4b50,2376850,1.71134020619
cHVyJU9izMk,2371843,7.1441307578
4PK7RSEzP9Q,2370091,12.8470899471
frZRuozQ9is,2366477,19.8982035928
tW8KYtvAsrw,2364465,14.9353208691
7cZ6Bcifz48,2363244,9.13333333333
n6RgA2v51cI,2362794,18.8293413174
apYitS1tRVU,2359091,10.8353413655
mxVzkZLzoLU,2352008,16.2549325026
LBdeCxJmcAo,2349285,27.2379454927
fhequbKB-bc,2346719,23.5663900415
D6ioIZpBkT8,2343561,15.2759315206
L3vCaKoTY6c,2343455,21.5174708819
gfb1L5YDLxU,2342970,8.64166666667
NO547pkndNE,2340456,14.1538461538
N4je3FvL0tY,2337008,9.95762711864
OELmZ4_H97s,2332075,16.1646234676
Gm6XszMrw9Y,2325763,16.6514285714
SEb-sXmcMLE,2321337,14.4913880446
VF2Ue9Nzkc4,2317610,12.9979949875
PGeu_4Ekx-o,2313725,37.8862786973
ZH1qBenq-Mc,2310305,13.5665859564
FkJL4CdI-Wo,2306092,17.5868725869
oSQJP40PcGI,2302978,13.4599807136
6n7DULheaJY,2297254,10.936
3lXUd7VxuSA,2277276,26.2007113821
0iGj9uXDJrA,2271200,23.8167592125
RxBa5bQfTGc,2269810,12.0161046804
_36OpchdG6w,2268256,17.1389830508
rNWt0J-MYko,2259426,11.2384810127
4Tq7yykR-DM,2258905,28.2761904762
j3_S8-UTKI8,2257995,10.7305194805
H3KHR6Ktk6M,2249275,13.2751235585
WTTmKJ7z40A,2246209,11.4570212766
2IIl3zSYL8k,2241552,14.0362249762
7sn40JvmglE,2240072,18.8848167539
sewHz4kXE9c,2236775,8.03660982949
6k8qTmrDbYg,2226421,9.35480624056
aT_C2pOfmCA,2226284,12.7156743621
E9DN1ZhoF9M,2222848,16.5383104126
KdJIauWjE8s,2220180,17.1756416709
g_RM8To5mjU,2216880,9.73771313942
9QjVm9ZZdwI,2216346,8.59459459459
27mb_AyzGyQ,2211789,11.9665226782
